id_segmen,arah,mulai,selesai,volume_mobil_per_jam,kapasitas_mobil_per_jam,unit,sumber,is_simulation
S02,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,166,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S02,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,166,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S02,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,166,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S02,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,166,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S03,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,174,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S03,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,174,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S03,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,174,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S04,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,182,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S04,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,182,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S04,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,182,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S04,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,182,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S04,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,182,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S04,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,182,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S05,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,190,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S05,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,190,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S05,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,190,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S05,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,190,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S05,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,190,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S05,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,190,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S06,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,198,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S06,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,198,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S06,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,198,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S06,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,198,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S06,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,198,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S06,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,198,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S07,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,206,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S07,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,206,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S07,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,206,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S07,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,206,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S07,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,206,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S07,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,206,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S08,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,214,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S08,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,214,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S08,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,214,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S08,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,214,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S08,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,214,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S08,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,214,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S09,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,222,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S09,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,222,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S09,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,222,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S09,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,222,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S09,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,222,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S09,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,222,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S10,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,230,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S10,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,230,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S10,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,230,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S10,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,230,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S10,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,230,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S10,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,230,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S11,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,238,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S11,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,238,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S11,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,238,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S11,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,238,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S11,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,238,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S11,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,238,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S12,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,246,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S12,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,246,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S12,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,246,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S12,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,246,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S12,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,246,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S12,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,246,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S13,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,254,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S13,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,254,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S13,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,254,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S13,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,254,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S13,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,254,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S13,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,254,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S14,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,262,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S14,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,262,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S14,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,262,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S14,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,262,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S14,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,262,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S14,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,262,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S15,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,270,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S15,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,270,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S15,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,270,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S15,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,270,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S15,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,270,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S15,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,270,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S16,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,278,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S16,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,278,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S16,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,278,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S16,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,278,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S16,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,278,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S16,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,278,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S17,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,286,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S17,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,286,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S17,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,286,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S17,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,286,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S17,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,286,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S17,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,286,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S18,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,294,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S18,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,294,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S18,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,294,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S18,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,294,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S18,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,294,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S18,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,294,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S19,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,302,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S19,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,302,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S19,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,302,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S19,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,302,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S19,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,302,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S19,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,302,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S20,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,310,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S20,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,310,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S20,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,310,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S20,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,310,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S20,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,310,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S20,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,310,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S21,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,318,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S21,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,318,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S21,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,318,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S21,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,318,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S21,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,318,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S21,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,318,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S22,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,326,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S22,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,326,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S22,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,326,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S22,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,326,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S22,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,326,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S22,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,326,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S23,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,334,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S23,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,334,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S23,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,334,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S23,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,334,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S23,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,334,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S23,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,334,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S24,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,342,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S24,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,342,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S24,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,342,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S24,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,342,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S24,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,342,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S24,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,342,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S25,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,350,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S25,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,350,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S25,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,350,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S25,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,350,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S25,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,350,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S25,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,350,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S26,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,358,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S26,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,358,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S26,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,358,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S26,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,358,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S26,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,358,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S26,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,358,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S27,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,366,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S27,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,366,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S27,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,366,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S27,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,366,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S27,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,366,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S27,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,366,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S28,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,374,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S28,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,374,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S28,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,374,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S28,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,374,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S28,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,374,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S28,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,374,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S29,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,382,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S29,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,382,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S29,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,382,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S29,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,382,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S29,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,382,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S29,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,382,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S30,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,390,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S30,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,390,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S30,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,390,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S30,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,390,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S30,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,390,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S30,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,390,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S31,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,398,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S31,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,398,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S31,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,398,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S31,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,398,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S31,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,398,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S31,reverse,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,398,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S32,forward,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,406,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S32,forward,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,406,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S32,forward,2026-09-10T17:00:00+07:00,2026-09-10T18:00:00+07:00,406,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S32,reverse,2026-09-10T07:00:00+07:00,2026-09-10T08:00:00+07:00,406,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
S32,reverse,2026-09-10T12:00:00+07:00,2026-09-10T13:00:00+07:00,406,800,mobil_penumpang/jam/arah,asumsi_sintetis,True
