timestamp,id_segmen,direction,speed_kmh,free_flow_speed_kmh,volume_veh_per_jam,congestion_index,source,quality_flag,is_simulation
2026-09-07T15:00:00+07:00,S00,forward,24.0,30,144,0.36,SURVEI_SIMULASI,ok,True
2026-09-07T16:00:00+07:00,S00,forward,13.1,30,260,0.65,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-07T17:00:00+07:00,S00,forward,12.2,30,292,0.73,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-07T18:00:00+07:00,S00,forward,21.5,30,207,0.52,SURVEI_SIMULASI,ok,True
2026-09-07T19:00:00+07:00,S00,forward,21.8,30,198,0.49,SURVEI_SIMULASI,ok,True
2026-09-01T06:00:00+07:00,S00,reverse,24.1,30,143,0.36,SURVEI_SIMULASI,ok,True
2026-09-01T07:00:00+07:00,S00,reverse,19.3,30,259,0.65,SURVEI_SIMULASI,ok,True
2026-09-01T08:00:00+07:00,S00,reverse,19.3,30,260,0.65,SURVEI_SIMULASI,ok,True
2026-09-01T09:00:00+07:00,S00,reverse,20.0,30,242,0.6,SURVEI_SIMULASI,ok,True
2026-09-01T10:00:00+07:00,S00,reverse,23.6,30,155,0.39,SURVEI_SIMULASI,ok,True
2026-09-01T11:00:00+07:00,S00,reverse,24.3,30,137,0.34,SURVEI_SIMULASI,ok,True
2026-09-01T12:00:00+07:00,S00,reverse,24.7,30,128,0.32,SURVEI_SIMULASI,ok,True
2026-09-01T13:00:00+07:00,S00,reverse,24.6,30,130,0.32,SURVEI_SIMULASI,ok,True
2026-09-01T14:00:00+07:00,S00,reverse,23.8,30,151,0.38,SURVEI_SIMULASI,ok,True
2026-09-01T15:00:00+07:00,S00,reverse,24.2,30,140,0.35,SURVEI_SIMULASI,ok,True
2026-09-01T16:00:00+07:00,S00,reverse,21.2,30,214,0.53,SURVEI_SIMULASI,ok,True
2026-09-01T17:00:00+07:00,S00,reverse,20.0,30,241,0.6,SURVEI_SIMULASI,ok,True
2026-09-01T18:00:00+07:00,S00,reverse,20.1,30,240,0.6,SURVEI_SIMULASI,ok,True
2026-09-01T19:00:00+07:00,S00,reverse,20.3,30,234,0.58,SURVEI_SIMULASI,ok,True
2026-09-02T06:00:00+07:00,S00,reverse,24.2,30,141,0.35,SURVEI_SIMULASI,ok,True
2026-09-02T07:00:00+07:00,S00,reverse,19.1,30,263,0.66,SURVEI_SIMULASI,ok,True
2026-09-02T08:00:00+07:00,S00,reverse,20.1,30,239,0.6,SURVEI_SIMULASI,ok,True
2026-09-02T09:00:00+07:00,S00,reverse,19.8,30,247,0.62,SURVEI_SIMULASI,ok,True
2026-09-02T10:00:00+07:00,S00,reverse,24.4,30,137,0.34,SURVEI_SIMULASI,ok,True
2026-09-02T11:00:00+07:00,S00,reverse,24.3,30,138,0.35,SURVEI_SIMULASI,ok,True
2026-09-02T12:00:00+07:00,S00,reverse,24.8,30,127,0.32,SURVEI_SIMULASI,ok,True
2026-09-02T13:00:00+07:00,S00,reverse,24.7,30,129,0.32,SURVEI_SIMULASI,ok,True
2026-09-02T14:00:00+07:00,S00,reverse,23.6,30,154,0.39,SURVEI_SIMULASI,ok,True
2026-09-02T15:00:00+07:00,S00,reverse,23.5,30,159,0.4,SURVEI_SIMULASI,ok,True
2026-09-02T16:00:00+07:00,S00,reverse,21.0,30,218,0.55,SURVEI_SIMULASI,ok,True
2026-09-02T17:00:00+07:00,S00,reverse,21.1,30,217,0.54,SURVEI_SIMULASI,ok,True
2026-09-02T18:00:00+07:00,S00,reverse,20.4,30,234,0.58,SURVEI_SIMULASI,ok,True
2026-09-02T19:00:00+07:00,S00,reverse,21.6,30,205,0.51,SURVEI_SIMULASI,ok,True
2026-09-08T06:00:00+07:00,S00,reverse,23.8,30,150,0.38,SURVEI_SIMULASI,ok,True
2026-09-08T07:00:00+07:00,S00,reverse,19.9,30,246,0.61,SURVEI_SIMULASI,ok,True
2026-09-08T08:00:00+07:00,S00,reverse,20.0,30,243,0.61,SURVEI_SIMULASI,ok,True
2026-09-08T09:00:00+07:00,S00,reverse,20.5,30,229,0.57,SURVEI_SIMULASI,ok,True
2026-09-08T10:00:00+07:00,S00,reverse,23.9,30,148,0.37,SURVEI_SIMULASI,ok,True
2026-09-08T11:00:00+07:00,S00,reverse,24.1,30,143,0.36,SURVEI_SIMULASI,ok,True
2026-09-08T12:00:00+07:00,S00,reverse,25.0,30,122,0.3,SURVEI_SIMULASI,ok,True
2026-09-08T13:00:00+07:00,S00,reverse,24.6,30,130,0.33,SURVEI_SIMULASI,ok,True
2026-09-08T14:00:00+07:00,S00,reverse,24.3,30,138,0.34,SURVEI_SIMULASI,ok,True
2026-09-08T15:00:00+07:00,S00,reverse,24.3,30,138,0.35,SURVEI_SIMULASI,ok,True
2026-09-08T16:00:00+07:00,S00,reverse,20.3,30,235,0.59,SURVEI_SIMULASI,ok,True
2026-09-08T17:00:00+07:00,S00,reverse,20.8,30,223,0.56,SURVEI_SIMULASI,ok,True
2026-09-08T18:00:00+07:00,S00,reverse,20.6,30,227,0.57,SURVEI_SIMULASI,ok,True
2026-09-08T19:00:00+07:00,S00,reverse,20.0,30,242,0.61,SURVEI_SIMULASI,ok,True
2026-09-09T06:00:00+07:00,S00,reverse,23.3,30,162,0.41,SURVEI_SIMULASI,ok,True
2026-09-09T07:00:00+07:00,S00,reverse,19.9,30,245,0.61,SURVEI_SIMULASI,ok,True
2026-09-09T08:00:00+07:00,S00,reverse,19.5,30,255,0.64,SURVEI_SIMULASI,ok,True
2026-09-09T09:00:00+07:00,S00,reverse,19.4,30,256,0.64,SURVEI_SIMULASI,ok,True
2026-09-09T10:00:00+07:00,S00,reverse,23.6,30,155,0.39,SURVEI_SIMULASI,ok,True
2026-09-09T11:00:00+07:00,S00,reverse,24.4,30,136,0.34,SURVEI_SIMULASI,ok,True
2026-09-09T12:00:00+07:00,S00,reverse,24.9,30,124,0.31,SURVEI_SIMULASI,ok,True
2026-09-09T13:00:00+07:00,S00,reverse,24.5,30,132,0.33,SURVEI_SIMULASI,ok,True
2026-09-09T14:00:00+07:00,S00,reverse,23.4,30,161,0.4,SURVEI_SIMULASI,ok,True
2026-09-09T15:00:00+07:00,S00,reverse,23.4,30,161,0.4,SURVEI_SIMULASI,ok,True
2026-09-09T16:00:00+07:00,S00,reverse,20.5,30,230,0.57,SURVEI_SIMULASI,ok,True
2026-09-09T17:00:00+07:00,S00,reverse,21.2,30,213,0.53,SURVEI_SIMULASI,ok,True
2026-09-09T18:00:00+07:00,S00,reverse,21.4,30,210,0.52,SURVEI_SIMULASI,ok,True
2026-09-09T19:00:00+07:00,S00,reverse,19.9,30,245,0.61,SURVEI_SIMULASI,ok,True
2026-09-03T06:00:00+07:00,S00,reverse,24.1,30,142,0.35,SURVEI_SIMULASI,ok,True
2026-09-03T07:00:00+07:00,S00,reverse,20.4,30,232,0.58,SURVEI_SIMULASI,ok,True
2026-09-03T08:00:00+07:00,S00,reverse,19.7,30,249,0.62,SURVEI_SIMULASI,ok,True
2026-09-03T09:00:00+07:00,S00,reverse,19.8,30,247,0.62,SURVEI_SIMULASI,ok,True
2026-09-03T10:00:00+07:00,S00,reverse,23.2,30,165,0.41,SURVEI_SIMULASI,ok,True
2026-09-03T11:00:00+07:00,S00,reverse,24.4,30,136,0.34,SURVEI_SIMULASI,ok,True
2026-09-03T12:00:00+07:00,S00,reverse,24.5,30,133,0.33,SURVEI_SIMULASI,ok,True
2026-09-03T13:00:00+07:00,S00,reverse,24.1,30,142,0.36,SURVEI_SIMULASI,ok,True
2026-09-03T14:00:00+07:00,S00,reverse,23.5,30,157,0.39,SURVEI_SIMULASI,ok,True
2026-09-03T15:00:00+07:00,S00,reverse,24.3,30,138,0.34,SURVEI_SIMULASI,ok,True
2026-09-03T16:00:00+07:00,S00,reverse,11.9,30,303,0.76,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-03T17:00:00+07:00,S00,reverse,11.7,30,309,0.77,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-03T18:00:00+07:00,S00,reverse,20.2,30,237,0.59,SURVEI_SIMULASI,ok,True
2026-09-03T19:00:00+07:00,S00,reverse,20.8,30,222,0.56,SURVEI_SIMULASI,ok,True
2026-09-04T06:00:00+07:00,S00,reverse,23.4,30,161,0.4,SURVEI_SIMULASI,ok,True
2026-09-04T07:00:00+07:00,S00,reverse,19.5,30,254,0.64,SURVEI_SIMULASI,ok,True
2026-09-04T08:00:00+07:00,S00,reverse,20.8,30,224,0.56,SURVEI_SIMULASI,ok,True
2026-09-04T09:00:00+07:00,S00,reverse,20.9,30,220,0.55,SURVEI_SIMULASI,ok,True
2026-09-04T10:00:00+07:00,S00,reverse,24.0,30,146,0.37,SURVEI_SIMULASI,ok,True
2026-09-04T11:00:00+07:00,S00,reverse,23.3,30,163,0.41,SURVEI_SIMULASI,ok,True
2026-09-04T12:00:00+07:00,S00,reverse,23.9,30,148,0.37,SURVEI_SIMULASI,ok,True
2026-09-04T13:00:00+07:00,S00,reverse,24.9,30,124,0.31,SURVEI_SIMULASI,ok,True
2026-09-04T14:00:00+07:00,S00,reverse,24.3,30,139,0.35,SURVEI_SIMULASI,ok,True
2026-09-04T15:00:00+07:00,S00,reverse,23.6,30,156,0.39,SURVEI_SIMULASI,ok,True
2026-09-04T16:00:00+07:00,S00,reverse,11.4,30,321,0.8,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-04T17:00:00+07:00,S00,reverse,10.9,30,338,0.85,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-04T18:00:00+07:00,S00,reverse,21.0,30,218,0.55,SURVEI_SIMULASI,ok,True
2026-09-04T19:00:00+07:00,S00,reverse,20.6,30,227,0.57,SURVEI_SIMULASI,ok,True
2026-09-05T06:00:00+07:00,S00,reverse,23.9,30,149,0.37,SURVEI_SIMULASI,ok,True
2026-09-05T07:00:00+07:00,S00,reverse,20.0,30,243,0.61,SURVEI_SIMULASI,ok,True
2026-09-05T08:00:00+07:00,S00,reverse,20.1,30,241,0.6,SURVEI_SIMULASI,ok,True
2026-09-05T09:00:00+07:00,S00,reverse,19.8,30,248,0.62,SURVEI_SIMULASI,ok,True
2026-09-05T10:00:00+07:00,S00,reverse,23.5,30,157,0.39,SURVEI_SIMULASI,ok,True
2026-09-05T11:00:00+07:00,S00,reverse,24.0,30,145,0.36,SURVEI_SIMULASI,ok,True
2026-09-05T12:00:00+07:00,S00,reverse,24.4,30,137,0.34,SURVEI_SIMULASI,ok,True
2026-09-05T13:00:00+07:00,S00,reverse,24.5,30,134,0.33,SURVEI_SIMULASI,ok,True
2026-09-05T14:00:00+07:00,S00,reverse,24.0,30,145,0.36,SURVEI_SIMULASI,ok,True
2026-09-05T15:00:00+07:00,S00,reverse,23.6,30,156,0.39,SURVEI_SIMULASI,ok,True
2026-09-05T16:00:00+07:00,S00,reverse,11.8,30,308,0.77,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-05T17:00:00+07:00,S00,reverse,12.5,30,282,0.71,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-05T18:00:00+07:00,S00,reverse,21.6,30,204,0.51,SURVEI_SIMULASI,ok,True
2026-09-05T19:00:00+07:00,S00,reverse,20.1,30,239,0.6,SURVEI_SIMULASI,ok,True
2026-09-06T06:00:00+07:00,S00,reverse,24.3,30,137,0.34,SURVEI_SIMULASI,ok,True
2026-09-06T07:00:00+07:00,S00,reverse,20.6,30,228,0.57,SURVEI_SIMULASI,ok,True
2026-09-06T08:00:00+07:00,S00,reverse,20.6,30,228,0.57,SURVEI_SIMULASI,ok,True
2026-09-06T09:00:00+07:00,S00,reverse,21.9,30,196,0.49,SURVEI_SIMULASI,ok,True
2026-09-06T10:00:00+07:00,S00,reverse,24.7,30,129,0.32,SURVEI_SIMULASI,ok,True
2026-09-06T11:00:00+07:00,S00,reverse,24.5,30,133,0.33,SURVEI_SIMULASI,ok,True
2026-09-06T12:00:00+07:00,S00,reverse,24.6,30,130,0.33,SURVEI_SIMULASI,ok,True
2026-09-06T13:00:00+07:00,S00,reverse,25.1,30,118,0.3,SURVEI_SIMULASI,ok,True
2026-09-06T14:00:00+07:00,S00,reverse,24.4,30,137,0.34,SURVEI_SIMULASI,ok,True
2026-09-06T15:00:00+07:00,S00,reverse,24.1,30,143,0.36,SURVEI_SIMULASI,ok,True
2026-09-06T16:00:00+07:00,S00,reverse,12.0,30,301,0.75,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-06T17:00:00+07:00,S00,reverse,11.8,30,305,0.76,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-06T18:00:00+07:00,S00,reverse,21.9,30,197,0.49,SURVEI_SIMULASI,ok,True
2026-09-06T19:00:00+07:00,S00,reverse,21.8,30,198,0.49,SURVEI_SIMULASI,ok,True
2026-09-07T06:00:00+07:00,S00,reverse,24.3,30,138,0.34,SURVEI_SIMULASI,ok,True
2026-09-07T07:00:00+07:00,S00,reverse,21.2,30,214,0.54,SURVEI_SIMULASI,ok,True
2026-09-07T08:00:00+07:00,S00,reverse,20.7,30,225,0.56,SURVEI_SIMULASI,ok,True
2026-09-07T09:00:00+07:00,S00,reverse,20.9,30,221,0.55,SURVEI_SIMULASI,ok,True
2026-09-07T10:00:00+07:00,S00,reverse,24.8,30,126,0.32,SURVEI_SIMULASI,ok,True
2026-09-07T11:00:00+07:00,S00,reverse,24.1,30,142,0.35,SURVEI_SIMULASI,ok,True
2026-09-07T12:00:00+07:00,S00,reverse,24.9,30,123,0.31,SURVEI_SIMULASI,ok,True
2026-09-07T13:00:00+07:00,S00,reverse,25.2,30,116,0.29,SURVEI_SIMULASI,ok,True
2026-09-07T14:00:00+07:00,S00,reverse,24.5,30,134,0.33,SURVEI_SIMULASI,ok,True
2026-09-07T15:00:00+07:00,S00,reverse,24.2,30,140,0.35,SURVEI_SIMULASI,ok,True
2026-09-07T16:00:00+07:00,S00,reverse,12.9,30,267,0.67,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-07T17:00:00+07:00,S00,reverse,12.8,30,271,0.68,SURVEI_SIMULASI,penerima_pengalihan,True
2026-09-07T18:00:00+07:00,S00,reverse,21.1,30,216,0.54,SURVEI_SIMULASI,ok,True
2026-09-07T19:00:00+07:00,S00,reverse,21.6,30,204,0.51,SURVEI_SIMULASI,ok,True
2026-09-01T06:00:00+07:00,S01,forward,40.1,45,158,0.2,SURVEI_SIMULASI,ok,True
2026-09-01T07:00:00+07:00,S01,forward,37.1,45,254,0.32,SURVEI_SIMULASI,ok,True
2026-09-01T08:00:00+07:00,S01,forward,37.7,45,234,0.29,SURVEI_SIMULASI,ok,True
2026-09-01T09:00:00+07:00,S01,forward,37.2,45,252,0.32,SURVEI_SIMULASI,ok,True
