id,lon,lat
9179891475,106.667567,-6.1559756
8509327186,106.6393545,-6.1811089
8509327187,106.6393479,-6.1804167
7226525529,106.6597179,-6.1796896
6567233378,106.6740495,-6.1412432
4307159811,106.6138685,-6.1677791
5458102122,106.5946019,-6.1379626
5458102125,106.5923341,-6.1362772
5458102126,106.5923448,-6.1367651
5458102127,106.5936081,-6.1351624
5458102132,106.5928372,-6.1351683
5458102133,106.5929327,-6.1356868
5458102135,106.5928906,-6.1361092
5458102136,106.593069,-6.1360772
5458102137,106.5931897,-6.1360319
4299818875,106.6812077,-6.1859275
5458102140,106.5926656,-6.1413588
5458102141,106.5865293,-6.1483452
4299818879,106.6750813,-6.1863032
5458102143,106.5915629,-6.1428162
5458102145,106.5966699,-6.1493952
4299818880,106.6813063,-6.1864808
4299818883,106.6728927,-6.1871012
5458102148,106.5970159,-6.1489605
4299818885,106.6731193,-6.1872006
4299818887,106.6753281,-6.1872645
5458102156,106.600515,-6.1492016
5458102157,106.5884837,-6.1403894
5458102158,106.5879228,-6.1404543
5458102160,106.5868308,-6.1365392
5458102164,106.5873596,-6.1362363
5458102165,106.590575,-6.1473323
4302047124,106.6171452,-6.1855781
5458102172,106.5901722,-6.1390974
6094325662,106.639376,-6.1814459
7120488354,106.6583439,-6.1778796
5458102179,106.5893424,-6.1392209
5458102180,106.6019162,-6.1514447
5458102181,106.6025864,-6.1507928
5458102182,106.5958397,-6.1469978
7120488356,106.6578333,-6.1774733
5458102184,106.5939303,-6.1474199
4302047145,106.613818,-6.187683
4302047146,106.6140883,-6.1877062
4302047147,106.6143652,-6.1877085
4302047148,106.6146763,-6.1877047
4302047149,106.6149481,-6.187711
5458102185,106.5938485,-6.1477481
4302047151,106.6152033,-6.1877136
4302047152,106.6154588,-6.1877143
4302047153,106.615723,-6.1877164
5458102189,106.5941057,-6.1471818
5458102190,106.5948666,-6.145891
5458102196,106.5922918,-6.1370452
4307158965,106.5965015,-6.1608176
4307158966,106.5973261,-6.1609422
4307158967,106.5964586,-6.1610682
4307158968,106.598092,-6.1610757
4302047161,106.6044564,-6.1881348
4307158969,106.5964063,-6.1613576
4307158970,106.5980168,-6.1613482
4307158972,106.5973969,-6.1615002
4307158973,106.5979471,-6.1616004
4302047166,106.6148346,-6.1883238
4302047167,106.6153488,-6.1883239
4307158974,106.5963554,-6.1616209
4302047169,106.6150731,-6.1883702
4302047170,106.615606,-6.1883739
4302047165,106.6145628,-6.1882807
4307158976,106.5973498,-6.1617693
4302047173,106.6158509,-6.188422
4307158977,106.5963084,-6.1618782
4302047168,106.6133811,-6.1883296
4307158979,106.5973018,-6.1620431
4307158980,106.5962573,-6.1621601
4307158981,106.5981984,-6.1622022
4302047172,106.6136772,-6.1883837
4307158983,106.5972544,-6.1623133
4307158984,106.5981029,-6.1624597
4302047175,106.6139547,-6.1884345
4307158986,106.59721,-6.162567
4307158987,106.5980137,-6.1627126
4302047179,106.6142067,-6.1884805
4302047181,106.6142325,-6.1884852
4302047182,106.6170266,-6.1884875
4302047184,106.6145174,-6.1885427
4302047185,106.6109301,-6.1885968
4302047187,106.6133647,-6.1886114
4307159833,106.6137754,-6.1681208
5458102238,106.5910251,-6.1382387
5458102239,106.5905293,-6.1382268
5458102240,106.5852316,-6.15295
5458102241,106.5848626,-6.1527989
5458102242,106.5882987,-6.1500966
5458102243,106.5875877,-6.1501919
5458102244,106.5899114,-6.1505119
5458102245,106.5897265,-6.1502275
5458102249,106.5905946,-6.1491199
5458102254,106.5866921,-6.1474786
5458102255,106.587435,-6.1466271
5458102256,106.5874514,-6.1464805
5458102257,106.5873042,-6.1430963
5458102258,106.5869875,-6.1428114
5458102259,106.5871086,-6.1428509
5458102262,106.5895325,-6.1412638
5458102263,106.5892611,-6.1412662
5458102264,106.594559,-6.1410295
5458102266,106.5942545,-6.1417222
5458102267,106.5907803,-6.1401548
5458102275,106.591512,-6.1407295
5458102276,106.5953408,-6.1470058
5458102277,106.595365,-6.1475978
5458102279,106.5953525,-6.1482687
5458102280,106.5920269,-6.1477751
5458102281,106.5919746,-6.1480714
5458102282,106.5934163,-6.145355
5458102283,106.5941486,-6.1453684
5458102284,106.5954167,-6.1458219
5458102285,106.5946091,-6.1455058
5458102286,106.5941486,-6.145323
5458102287,106.594701,-6.1452406
5458102288,106.5945135,-6.1457468
5458102289,106.5946729,-6.1471938
4307159844,106.607078,-6.1682842
5458102291,106.5941367,-6.1470975
5458102292,106.5944665,-6.1461151
4307159845,106.6070217,-6.1682891
5458102296,106.5943148,-6.1464137
5458102299,106.6009453,-6.1489925
6544951325,106.5986383,-6.2095566
5458102302,106.6003505,-6.1468671
5458102308,106.5976918,-6.1473111
5458102312,106.5982309,-6.1473551
5458102315,106.5982061,-6.1465511
4302047292,106.6184953,-6.1886513
4302047293,106.6158075,-6.1886554
6544951357,106.6024095,-6.209165
4302047296,106.6107066,-6.1887061
4302047297,106.6109309,-6.1887115
4302047298,106.616147,-6.1887318
12180392001,106.663663,-6.1931216
4307159854,106.5979238,-6.1683515
4302047301,106.614147,-6.1887685
4302047302,106.6141338,-6.1888451
8484948039,106.6122851,-6.1738704
4302047304,106.6132547,-6.1888768
4302047306,106.6144474,-6.1889167
4302047309,106.6109329,-6.1890075
4302047310,106.6106905,-6.1890101
4302047312,106.6141007,-6.1890371
4299819089,106.6737378,-6.1873261
4299819090,106.6742424,-6.1874357
4302047313,106.6144138,-6.1890898
4299819092,106.6730657,-6.1874229
4299819093,106.6745223,-6.1874374
4299819094,106.6742122,-6.1874561
4302047319,106.6146742,-6.1891449
4302047317,106.6094727,-6.1891298
4302047321,106.6149224,-6.1891975
4302047314,106.61307,-6.1891144
4302047323,106.6149915,-6.1892121
4302047315,106.6093146,-6.1891221
4299819101,106.6752371,-6.1876821
4299819102,106.6736087,-6.1877673
4299819103,106.6730035,-6.1877787
4299819104,106.6752195,-6.1877719
4302047327,106.615174,-6.1892567
4302047322,106.6086609,-6.1892048
4302047328,106.6055133,-6.18926
4302047332,106.6140528,-6.1893088
4302047333,106.6154138,-6.1893153
4299819110,106.6758498,-6.1881045
4302047330,106.6052388,-6.189298
4302047335,106.6105996,-6.1893906
4299819113,106.6750947,-6.1882472
4302047338,106.6112162,-6.1893532
4302047337,106.6109353,-6.1893499
4302047340,106.612391,-6.1893737
4299819116,106.6733406,-6.1883285
4299819118,106.6778288,-6.1884511
4302047341,106.6101809,-6.1893701
4299819120,106.6727695,-6.1885447
4299819121,106.6776129,-6.1885941
4302047345,106.6049733,-6.18942
12140021875,106.6798668,-6.1432795
4299819123,106.6739669,-6.1885978
4302047349,106.6164257,-6.1894907
4299819125,106.6739508,-6.1886405
4299819127,106.6731992,-6.1887002
4299819126,106.6742458,-6.1886832
4302047347,106.6086553,-6.189426
11971594361,106.6567835,-6.1702437
4299819131,106.6733433,-6.1887552
4302047356,106.6163197,-6.18953
4299819133,106.6686429,-6.1887646
4299819134,106.6697057,-6.188766
4299819135,106.6772528,-6.1887984
4299819136,106.6749606,-6.1887978
4299819137,106.6689835,-6.1887994
4299819138,106.6750232,-6.1888079
4302047362,106.6155376,-6.1896711
4302047364,106.6089632,-6.1896959
4302047365,106.6094541,-6.1897018
4302047363,106.6142988,-6.1896834
4302047367,106.6098673,-6.1897067
4302047368,106.6099637,-6.1897079
4302047369,106.6101781,-6.189713
4302047370,106.6106019,-6.1897227
4302047371,106.6106291,-6.1897233
4302047372,106.6109417,-6.1897303
4302047373,106.6158315,-6.1897332
4299819143,106.6777931,-6.1888965
4299819145,106.6726347,-6.188928
4299819148,106.6741487,-6.1889414
4299819149,106.6795244,-6.1889944
4299819151,106.6732346,-6.1890138
4299819152,106.6749231,-6.1890885
4299819153,106.6718065,-6.1890707
4299819154,106.6792636,-6.1891448
4302047376,106.6147998,-6.1897929
4302047382,106.6049907,-6.189861
4299819160,106.6740497,-6.1892047
4299819161,106.6779993,-6.1892349
4299819162,106.6714103,-6.1893267
4302047381,106.6052597,-6.1898448
4302047388,106.6109296,-6.1899413
4299819165,106.6748998,-6.1893608
4299819166,106.6780817,-6.1893722
4302047391,106.6111989,-6.1899558
4302047392,106.6052645,-6.1899622
4302047390,106.605541,-6.1899476
4299819170,106.679433,-6.1894241
4302047395,106.6047163,-6.1899828
4302047393,106.6049953,-6.1899662
4302047397,106.6045462,-6.1899847
4299819173,106.6739478,-6.1894758
4299819175,106.674341,-6.1895538
4299819174,106.674894,-6.1894367
4302047401,106.6097454,-6.1900566
4302047402,106.6130898,-6.1900581
4302047403,106.6099534,-6.1900609
4302047404,106.6052691,-6.1900741
4299819181,106.6765605,-6.1896291
4302047405,106.6050006,-6.1900879
4302047406,106.6129905,-6.1900927
4302047408,106.6097424,-6.1901714
4299819185,106.6795919,-6.1896638
4299819186,106.6721846,-6.1896938
4299819187,106.678288,-6.1897229
4302047410,106.60995,-6.1901796
4302047407,106.6126661,-6.1901121
4302047414,106.6138837,-6.1902074
4302047409,106.6061394,-6.1901776
4302047411,106.605823,-6.1901877
4302047417,106.6142276,-6.1900407
4302047412,106.605551,-6.1901964
5458102459,106.5929175,-6.1471167
5458102458,106.593647,-6.1473418
5458102461,106.5930167,-6.1468404
10600712382,106.675183,-6.1845607
5458102463,106.592719,-6.1467204
5458102456,106.5940601,-6.1473685
4302047425,106.6129535,-6.1903736
5458102465,106.5929201,-6.1460564
5458102467,106.5927806,-6.1464884
5458102466,106.5928745,-6.1462271
5458102469,106.593926,-6.1468511
5458102464,106.592852,-6.1459878
4302047431,106.6097357,-6.1904327
7912949956,106.6480012,-6.2090231
4302047433,106.612616,-6.1905409
4302047434,106.6138963,-6.1905375
4302047435,106.6129366,-6.1905818
5458102473,106.595296,-6.1460427
4302047437,106.6147863,-6.1906087
4302047438,106.6145491,-6.1906497
4302047439,106.6154393,-6.1906746
4302047440,106.6111546,-6.1906709
4302047441,106.6108877,-6.1906718
4302047442,106.6106002,-6.1906728
4302047443,106.6102691,-6.1906739
4302047444,106.6142392,-6.190707
4302047445,106.6052944,-6.1906969
5458102477,106.5955554,-6.1455604
4302047447,106.6058568,-6.1907053
4302047448,106.6055723,-6.1907268
4302047449,106.6050285,-6.1907293
5458102481,106.594215,-6.1451044
4302047451,106.6131844,-6.1907656
5458102484,106.5941486,-6.1456537
5458102493,106.5919316,-6.1460624
4302047454,106.6047691,-6.1907426
4302047455,106.6125882,-6.190778
4302047456,106.6159714,-6.1908078
4302047457,106.6161261,-6.190822
7739017442,106.6441131,-6.1642116
5458102495,106.5931682,-6.1411411
5458102498,106.5940606,-6.143067
5458102494,106.5934391,-6.1414855
4302047464,106.6137872,-6.1908691
4302047465,106.6148152,-6.1908786
5458102505,106.5943995,-6.1418333
4302047467,106.6139349,-6.1908756
4302047468,106.6142644,-6.1909078
4302047469,106.6046233,-6.1909053
5458102509,106.5942263,-6.1424229
5458102508,106.594115,-6.1423589
4302047472,106.6139274,-6.1909525
4302047473,106.6142712,-6.1909484
4302047476,106.6169037,-6.1910166
4302047479,106.6099237,-6.191083
5458102520,106.5956117,-6.1433057
4302047482,106.6139521,-6.19115
4302047483,106.6134463,-6.1911171
5458102522,106.5952791,-6.1432402
4302047485,106.6143172,-6.1911951
5458102525,106.5959996,-6.1440011
9987950846,106.6025023,-6.2000462
5458102530,106.5948734,-6.1439336
4302047492,106.6121991,-6.1912557
5458102535,106.5934874,-6.1447656
4302047496,106.6010244,-6.1913726
4302047497,106.6136335,-6.1913786
4302047498,106.6146791,-6.1914406
4302047499,106.6173167,-6.1914105
4302047500,106.6101359,-6.1914126
4302047501,106.6146161,-6.1914414
4302047502,106.6104646,-6.1914193
5458102538,106.5927297,-6.144783
4302047504,106.6143616,-6.191476
5458102542,106.5928446,-6.1436504
5458102543,106.5903157,-6.1442616
4302047507,106.6019719,-6.1915299
4302047508,106.6160173,-6.1915476
4302047509,106.6019615,-6.1915801
5458102545,106.5905946,-6.1442136
4302047511,106.6088431,-6.1916703
4302047512,106.6023878,-6.1916193
5458102552,106.5924927,-6.1450689
5458102546,106.5905511,-6.1439616
4302047515,106.6172774,-6.1916587
5458102558,106.5908883,-6.1442229
4302047519,106.6166125,-6.1917
4302047520,106.6033798,-6.191697
5458102561,106.5891886,-6.1400908
5458102562,106.5894936,-6.1402068
5458102563,106.5894654,-6.1403588
4302047524,106.6101252,-6.1917273
5458102560,106.5895754,-6.1400908
5458102565,106.5902889,-6.1404468
4302047527,106.6169314,-6.1917587
4302047528,106.6144021,-6.1918007
4302047529,106.6178057,-6.1917867
4302047530,106.6140773,-6.1918452
4302047531,106.6048224,-6.1918246
5458102567,106.5901628,-6.1404948
4302047533,106.6159606,-6.1918701
5458102568,106.5901541,-6.1405114
4302047535,106.6011572,-6.1919172
4302047536,106.6031876,-6.1918902
4302047537,106.6151893,-6.191924
4302047538,106.6019087,-6.1919124
5458102570,106.5902165,-6.1408488
5458102575,106.5897605,-6.1413255
4302047541,106.6021772,-6.1919553
5458102580,106.5902996,-6.1414035
4302047543,106.6137958,-6.1919592
4302047544,106.6165223,-6.19203
4302047545,106.6022912,-6.192014
4302047546,106.6159315,-6.1920294
5458102583,106.5904089,-6.1417275
4302047548,106.6097312,-6.1920357
4302047549,106.6048546,-6.1920199
5458102587,106.5920269,-6.1427069
5458102591,106.5913135,-6.1432829
4302047553,106.6104061,-6.1920708
5458102593,106.5915348,-6.143275
5458102595,106.5910895,-6.1426069
5458102597,106.5911043,-6.1422329
4302047558,106.6026305,-6.19211
4302047559,106.6086918,-6.1921151
4302047560,106.6161548,-6.192092
4302047561,106.612689,-6.1921788
4302047562,106.6097244,-6.1921742
4302047563,106.6058564,-6.1921842
4302047564,106.6141339,-6.1922477
4302047565,106.6138454,-6.1922899
4302047566,106.6167549,-6.1923261
5458102598,106.589686,-6.1434435
4302047568,106.6031503,-6.1923488
4302047569,106.6023547,-6.1923635
5458102603,106.5900448,-6.1434029
4302047571,106.6144625,-6.1922844
5458102611,106.5885465,-6.1434427
5458102606,106.5894742,-6.1434583
4302047574,106.616437,-6.1924143
5458102613,106.5881002,-6.1389267
5458102616,106.5877522,-6.1390213
4302047577,106.6090456,-6.1924616
4302047578,106.6129451,-6.1924714
4302047579,106.6150893,-6.1924795
5458102618,106.5901698,-6.1387674
4302047581,106.6097088,-6.1924956
5458102619,106.5901503,-6.1384482
5458102622,106.5893555,-6.1384613
4302047584,106.6083912,-6.192546
4302047585,106.6144955,-6.1925561
5458102623,106.5893393,-6.1380407
4302047587,106.6023668,-6.1925821
4302047588,106.6118314,-6.1925693
4302047589,106.6115799,-6.1925867
5458102628,106.5893072,-6.138936
4302047591,106.6029395,-6.1926128
4302047592,106.603138,-6.1926306
5458102632,106.5878825,-6.1401694
4302047594,106.6138346,-6.1926452
5458102631,106.5885052,-6.1400801
5458102633,106.58876,-6.1409801
4302047597,106.608418,-6.1926713
5458102638,106.5880474,-6.1412451
5458102639,106.5888378,-6.1415035
4307159914,106.6074365,-6.1692584
9060092265,106.684567,-6.1422603
9060092266,106.6844569,-6.1396723
5458102643,106.5891463,-6.1416108
4302047604,106.6090978,-6.1927773
4302047605,106.6096929,-6.1928001
4302047606,106.612452,-6.1928113
4302047607,106.6122787,-6.1928248
5458102648,106.5897694,-6.1378211
4302047608,106.601127,-6.1928012
4302047610,106.6118555,-6.192858
4302047611,106.6118248,-6.1928604
5458102651,106.5892018,-6.1373909
4299819389,106.6712162,-6.1896873
4302047613,106.6013972,-6.1929041
4299819391,106.671565,-6.1897791
4299819392,106.6741051,-6.1897884
4302047616,106.6029851,-6.1929152
4302047614,106.609117,-6.1928929
4299819395,106.6696829,-6.189834
4302047619,106.6084754,-6.1929392
4302047618,106.6089255,-6.1929238
4302047615,106.6022865,-6.1928943
4302047623,106.6103775,-6.1930016
4299819400,106.6740841,-6.1898631
4299819401,106.6743674,-6.1898787
4299819402,106.6797425,-6.1898969
4302047627,106.6100314,-6.1930519
4299819404,106.6712205,-6.1898987
4299819405,106.6746346,-6.189907
4299819406,106.6740688,-6.1899178
4299819407,106.6743359,-6.1899507
4302047630,106.6096794,-6.1930966
4299819409,106.6748823,-6.1899627
4299819410,106.6767735,-6.1899723
4299819411,106.6784618,-6.1899947
4302047633,106.612482,-6.1931581
4299819413,106.6798115,-6.1900025
4299819414,106.6743155,-6.1900084
4302047635,106.6070527,-6.1931702
4302047640,106.6022874,-6.1931981
4299819417,106.6737356,-6.1900539
4299819418,106.673415,-6.1900657
4299819419,106.6732213,-6.1900811
4302047642,106.6025747,-6.1932018
4299819421,106.6768625,-6.1901204
4302047643,106.6029797,-6.1932069
4302047644,106.6031259,-6.1932088
4302047647,106.6115633,-6.1932343
4299819425,106.673692,-6.1901746
4302047650,106.6149373,-6.1932253
4302047651,106.6079372,-6.1932985
4302047652,106.6106762,-6.1933313
4302047645,106.6118525,-6.1932103
4302047654,106.6019693,-6.1933833
4299819431,106.6786132,-6.1902457
4302047655,106.6100846,-6.1934065
2967079337,106.5875922,-6.1735087
4299819434,106.674481,-6.1903477
4302047657,106.6097207,-6.1934118
4302047660,106.6097278,-6.1934581
4299819437,106.6723028,-6.1903606
4302047662,106.6085742,-6.1934439
4299819439,106.6720799,-6.1904005
4299819440,106.6770617,-6.1903976
4302047663,106.6125086,-6.1934656
4302047665,106.6091765,-6.1934785
4302047664,106.6176931,-6.1934812
4302047668,106.6081874,-6.1934942
4302047669,106.6031205,-6.1935008
4302047666,106.6082544,-6.1934855
4302047671,106.6106955,-6.193504
4299819448,106.6787619,-6.1904813
4299819449,106.6718245,-6.1904807
4302047674,106.6111014,-6.1935154
4299819451,106.6743946,-6.1906153
4302047676,106.6079635,-6.1936074
4299819453,106.6765284,-6.1905271
4299819454,106.6744209,-6.1905381
4302047679,106.6059315,-6.1936085
4299819456,106.6715757,-6.1905871
4299819457,106.6746721,-6.1906157
4307159490,106.6085001,-6.1629235
4299819458,106.6774183,-6.1906358
4307159492,106.6104178,-6.1630737
4307159493,106.6090888,-6.1631086
4307159494,106.61036,-6.1631497
4307159495,106.6084296,-6.1631675
4307159496,106.6094039,-6.1632123
4299819465,106.6773338,-6.1907618
4307159498,106.6105291,-6.1633279
4299819460,106.6794928,-6.1906461
4307159500,106.6092695,-6.163407
4307159501,106.6083595,-6.1634097
4299819461,106.6767389,-6.1906564
4299819463,106.6788946,-6.1906971
4299819469,106.6770601,-6.1908369
4307159505,106.6071686,-6.163526
4307159506,106.6080357,-6.1635368
4307159507,106.6090188,-6.1636004
4307159508,106.6083013,-6.1636109
4307159509,106.6082873,-6.1636593
4299819470,106.6689452,-6.1908494
4307159511,106.6078063,-6.1636793
4307159512,106.6108818,-6.1636887
4299819480,106.6773786,-6.1909737
4307159513,106.6079821,-6.1637256
4307159514,106.6045453,-6.1637503
4307159515,106.6070958,-6.163763
4302047701,106.6105763,-6.1939005
4307159518,106.6097412,-6.1638382
4307159519,106.6089494,-6.163845
4307159520,106.6026354,-6.1638877
4299819481,106.6772729,-6.1910002
4307159522,106.6052217,-6.1639224
4307159516,106.6042207,-6.1637883
4299819487,106.6781657,-6.1911268
4302047711,106.6017737,-6.1939667
4307159526,106.6099202,-6.1640019
4302047713,106.6025332,-6.1939885
4307159528,106.6056723,-6.1640012
